STT,Từ vựng gốc,Từ loại,Phiên âm,Ý nghĩa,Câu ví dụ,Dịch câu ví dụ
599,燃烧,Tính từ / Động từ,ránshāo,"cháy, bùng cháy, thiêu đốt",枯黄的大树叶子在干燥的大风天气里极其容易被火苗燃烧燃烧起来起来。,Lá khô rất dễ bị ngọn lửa đốt cháy bùng lên trong tiết trời khô gió.
600,热心,Tính từ,rèxīn,"nhiệt tình, sốt sắng, nhiệt tâm",李华待人热心，经常在多媒体教室默默帮助汉语基础弱的同学汉语基础弱的同学。,"Lý Hoa rất nhiệt tình, hay âm thầm giúp đỡ bạn học yếu tiếng Trung."
601,热心,Tính từ,rèxīn,"nhiệt tình, sốt sắng, nhiệt tâm",李华对待大家非常热心友好，每次同学聚会都主动帮大家买买零食饮料。,"Lý Hoa rất nhiệt tình, mỗi lần họp lớp đều chủ động mua bánh kẹo."
602,人家,Đại từ,rénjia,"người ta, nhà người ta (đại từ xưng hô)",你不要总是随随便便打扰人家看书自习，这样是一点儿都不礼貌的。,"Bạn đừng có tùy tiện làm phiền người ta đọc sách, như vậy không lịch sự."
603,日历,Danh từ,rìlì,"lịch, tờ lịch, lịch treo tường",请在桌子上的这本新日历上面正确勾选出下个月期末考试的具体日期。,Hãy đánh dấu ngày thi cuối kỳ tháng sau lên cuốn lịch mới trên bàn.
604,日历,Danh từ,rìlì,"lịch, tờ lịch",每天早晨起床后，爷爷都习惯撕下一张旧日历，看看今天的天气预报。,Sáng dậy ông nội đều quen xé một tờ lịch cũ xem dự báo thời tiết.
605,如今,Danh từ,rújīn,"ngày nay, giờ đây, hiện tại (văn viết)",如今是一个科技极其发达的互联网时代，大家查汉语词典相当方便。,"Ngày nay là thời đại internet công nghệ cao, tra từ điển rất tiện."
606,弱,Tính từ,ruò,"yếu, yếu ớt, kém",他虽然平时看起来个子矮小，但实际上他的身体一点儿都不弱。,Trông dáng người nhỏ bé thực ra cơ thể cậu ấy không yếu chút nào.
607,伞,Danh từ,sǎn,"cái ô, cái dù",外面天空阴暗，马上就要下暴雨了，出门前别忘了在书包里装一把伞。,"Trời âm u sắp mưa bão rồi, ra ngoài nhớ bỏ chiếc ô vào cặp."
608,散,Động từ,sàn,"phân tán, tan (học/họp), rải rác",听完了李教授精彩的学术报告讲座后，大礼堂里的人群才渐渐散去。,"Nghe xong bài thuyết trình của giáo sư, đám đông mới dần giải tán."
609,伞,Danh từ,sǎn,"cái ô, cái dù",这把红色的塑料雨伞是我今天早上新买的，借给你拿去避雨用吧。,"Chiếc ô nhựa đỏ này tớ mới mua sáng nay, cho cậu mượn tránh mưa."
610,色,Danh từ,sè,"màu sắc, vẻ mặt",这幅中文海报的背景颜色设计得非常高雅，色彩也很鲜艳引人注意。,"Màu nền áp phích thiết kế rất nhã nhặn, sắc thái cũng sặc sỡ."
611,色彩,Danh từ,sècǎi,"màu sắc, sắc thái, đặc sắc",这本中文故事书里面的插图画得非常精美，色彩非常五颜六色极其生动。,"Hình minh họa trong sách này vẽ rất đẹp, màu sắc vô cùng sinh động."
612,森林,Danh từ,sēnlín,"rừng, rừng rậm, cánh rừng",北京郊区有一片非常宽广的绿色大森林，周末很多人去那里登山登山。,"Ngoại ô Bắc Kinh có cánh rừng xanh rộng lớn, cuối tuần nhiều người leo núi."
613,晒,Động từ,shài,"phơi nắng, chiếu sáng, tắm nắng",今天上午阳光温暖明亮，请把这件刚洗干净的厚毛衣拿到阳台去晒晒。,"Sáng nay nắng ấm, mang chiếc áo len dày mới giặt ra ban công phơi đi."
614,闪,Động từ,shǎn,"lóe sáng, chớp, lướt qua, tránh né",天空中突然闪过了一道明亮的白光，紧接着就响起了轰隆隆的打雷声。,"Bầu trời bỗng lóe lên tia sáng trắng, tiếp theo là tiếng sấm nổ vang."
615,闪电,Danh từ,shǎndiàn,"tia chớp, sấm chớp",夏天暴雨天气里经常伴随着可怕的闪电和打雷，过马路马路时要注意安全。,"Mưa bão hè thường kèm chớp đáng sợ, qua đường phải chú ý an toàn."
616,善良,Tính từ,shànliáng,"lương thiện, tốt bụng, hiền lành",李华是一个极其善良能干的女孩，总是默默帮助班里汉语差的同学。,"Lý Hoa là cô gái rất tốt bụng đảm đang, luôn thầm giúp bạn học yếu."
617,善于,Động từ,shànyú,"giỏi về, khéo về, có năng khiếu",李老师非常善于用形象生动的语言，给我们讲解复杂的汉语语法近义词。,Cô Lý rất khéo dùng lời sinh động giảng ngữ pháp phức tạp.
618,伤害,Động từ,shānghài,"làm tổn thương, gây hại",我们不要随随便便用严厉恶劣的语言去伤害中国同学的自尊和感情。,Ta chớ tùy tiện dùng lời lẽ ác ý làm tổn thương lòng tự trọng của bạn.
619,商务,Danh từ,shāngwù,"thương vụ, kinh doanh, thương mại",李经理下周一将要乘飞机前往上海总部，去参加一次大型商务商务合作谈判。,Giám đốc Lý bay đi Thượng Hải họp đàm phán thương mại thứ hai tới.
620,赏,Động từ,shǎng,"thưởng, thưởng thức, ngắm cảnh (như 欣赏, 赏赐)",中秋节的晚上，留学生们聚在操场上，一边吃着月饼一边赏着明月。,"Tối Trung thu, du học sinh tụ họp trên sân vừa ăn bánh vừa ngắm trăng."
621,上个月,Danh từ,shànggeyuè,tháng trước,上个月，我们学校的汉语戏剧戏剧社团正式举行了新年文艺演出晚会。,"Tháng trước, clb kịch tiếng Trung trường đã diễn văn nghệ năm mới."
622,上楼,Động từ,shànglóu,"lên lầu, lên tầng, bước lên lầu",李老师已经在三楼多媒体多媒体教室等咱们了，咱们赶紧从这里上楼吧。,"Cô Lý đang đợi chúng ta ở phòng máy tầng 3, mau lên lầu thôi."
623,上门,Động từ,shàngmén,"đến tận nhà, giao hàng tận nhà, đến cửa",现在在网络上购买生活用品极其便捷，快递员都是直接送货上门的。,"Giờ mua đồ qua mạng cực tiện, shipper giao hàng đến tận nhà luôn."
624,烧,Động từ,shāo,"đốt, thiêu, nấu, sốt (bị ốm)",他昨晚感冒发烧得很严重，今天上午只好去学校医院测量体温打针打针。,"Tối qua cậu ấy sốt nặng, sáng nay đành đi bệnh viện trường tiêm."
625,设施,Danh từ,shèshī,"cơ sở vật chất, thiết bị, tiện ích công cộng",我们学校的体育馆里面安装了极其先进的空调设备和各种便利设施。,Nhà thể thao trường lắp điều hòa tiên tiến và nhiều tiện ích.
626,设置,Động từ,shèzhì,"thiết lập, cài đặt, setup",请在电脑软件浏览器的选项里面重新设置一下网络连接的数据参数数据参数。,Xin hãy setup lại tham số kết nối mạng ở mục tùy chọn trình duyệt.
627,申请,Động từ / Danh từ,shēnqǐng,"xin, thỉnh cầu, làm đơn xin, hồ sơ xin",李华上周向中文系正式提交了申请去北京大学留学的政府政府奖学金申请。,Lý Hoa nộp đơn xin học bổng chính phủ du học Bắc Đại tuần trước.
628,身材,Danh từ,shēncái,"vóc dáng, thân hình, dáng người",姐姐每天晚上都去学校操场跑步跑步减肥，现在她的身材身材极其棒极其棒。,Chị tôi chạy bộ giảm cân mỗi tối nên giờ vóc dáng cực chuẩn.
629,身份,Danh từ,shēnfèn,"thân phận, thân thế, danh tính, địa vị",在进入化学实验室前，管理人员必须仔细核对每个人的学生身份证明身份证。,"Trước khi vào phòng lab hóa học, bảo vệ phải check thẻ học sinh."
630,身高,Danh từ,shēngāo,chiều cao cơ thể,李华在个人信息表格上面填写的身高是一百八十厘米厘米，个子个子挺高。,"Chiều cao Lý Hoa điền trong biểu là 180 cm, dáng người khá cao."
631,深厚,Tính từ,shēnhòu,"sâu sắc, sâu đậm (tình cảm/quan hệ)",中越两国的友好外交关系在长期的经济合作中建立了深厚深厚的友谊基石。,Mối quan hệ hữu nghị hai nước đã lập nên nền tảng tình cảm sâu sắc.
632,神话,Danh từ,shénhuà,"thần thoại, câu chuyện truyền thuyết thần",李老师今天汉语课上给我们讲了一个关于嫦娥奔月奔月的美丽神话故事故事。,Cô Lý giảng câu chuyện thần thoại Hằng Nga bay lên trăng hôm nay.
633,神秘,Tính từ,shénmì,"thần bí, bí ẩn, huyền bí",中国西部的西藏高原大山里拥有很多古老神秘神秘的宗教文化古迹。,Vùng núi Tây Tạng miền tây Trung Quốc có nhiều di tích tôn giáo bí ẩn.
634,甚至,Liên từ / Phó từ,shènzhì,"thậm chí, ngay cả (nhấn mạnh mức độ)",这道汉语阅读题目太难了，甚至连学了三年中文的留学生留学生都答错。,"Câu đọc này khó quá, thậm chí học sinh học 3 năm cũng làm sai."
635,失败,Động từ / Tính từ,shībài,"thất bại, thua cuộc",面对这次项目的失败，李经理非常冷静，主动带大家吸取教训吸取教训。,"Đối mặt thất bại dự án, sếp Lý rất bình tĩnh giúp mọi người rút bài học."
636,失望,Tính từ / Động từ,shīwàng,"thất vọng, chán nản",听说原本期待的中秋晚会被被迫取消，留学生留学生们心里感到很失望。,"Nghe tin đêm hội Trung thu mong đợi bị hủy, du học sinh thấy thất vọng."
637,失业,Động từ,shīyè,"thất nghiệp, mất việc làm",由于那家电脑软件公司倒闭倒闭，很多技术工人不幸面临失业面临失业困难。,"Do công ty phần mềm sập tiệm, nhiều dev đối mặt cảnh thất nghiệp."
638,诗,Danh từ,shī,"thơ, bài thơ",李华非常喜欢朗诵唐诗，他在今天下午下午的汉语比赛里背诵背诵了一首古诗。,"Lý Hoa thích đọc thơ Đường, chiều nay cậu ấy đọc một bài thơ cổ."
639,诗人,Danh từ,shīrén,"nhà thơ, thi sĩ",李白是古代中国一位名扬名扬世界的伟大诗人，他的诗风豪放洒脱豪放洒脱。,Lý Bạch là nhà thơ vĩ đại thời cổ đại Trung Quốc tiếng tăm lừng lẫy.
640,湿,Tính từ,shī,"ướt, ẩm ướt, ẩm thấp",今天外面雨下得极大，他走回宿舍宿舍时衣服全被淋湿淋湿透了。,"Hôm nay ngoài trời mưa to quá, cậu ấy đi về phòng bị ướt sũng."
641,实施,Động từ,shíshī,"thực thi, thực hiện, thi hành (kế hoạch/luật)",从下个季度起，学校将开始正式实施实施新的留学生奖学金评定评定规则。,"Từ quý tới, trường chính thức thi hành quy định xét học bổng mới."
642,实用,Tính từ,shíyòng,"thực dụng, có ích, tiện lợi trong thực tế",多跟中国同学用普通话交流是一种非常实用实用的汉语学习方式学习方式。,Giao tiếp nhiều bằng tiếng Phổ thông là cách học rất thực tế có ích.
643,食堂,Danh từ,shítáng,"nhà ăn, canteen trường/công ty",中午，食堂食堂里面聚集了黑压压一大片人，都在排队买豆腐脑买豆腐脑。,"Trưa, nhà ăn đông nghịt người xếp hàng mua tào phớ."
644,使劲,Động từ,shǐjìn,"dùng sức, cố sức, gắng sức",我们几个同学一起使劲推开推开了那扇生了铁锈的重重的大铁门铁门。,Mấy đứa tụi tôi cùng gắng sức đẩy cánh cổng sắt rỉ sét nặng nề.
645,士兵,Danh từ,shìbīng,"binh lính, quân sĩ, chiến sĩ",那些守卫在国家边境高山上的士兵们表现得极其极其英勇和坚强坚强。,Mấy chiến sĩ canh giữ biên cương vùng núi cao thể hiện rất anh dũng.
646,市区,Danh từ,shìqū,"nội thành, khu đô thị, trong phố",我们学校宿舍距离北京市中心市区大约有大约有十公里左右的距离。,Ký túc xá trường ta cách trung tâm phố tầm 10 km.
647,似的,Trợ từ,shìde,"giống như, tựa như (thường đi với 好像/如同)",听到这个突然的消息，他整个人愣在那里，好像丢了魂魂似的似的。,Nghe tin đột ngột cậu ấy ngơ người ra như mất hồn.
648,事物,Danh từ,shìwù,"sự vật, sự việc, hiện tượng",我们在日常生活中要多去接触接触新鲜事物，不断扩大自己的眼界眼界。,Ta nên tiếp xúc nhiều sự vật mới để mở rộng tầm mắt hàng ngày.
649,事先,Danh từ,shìxiān,"trước đó, trước tiên, sự tiên",我们要去大使馆办公签证签证手续以前，最好事先事先预约好具体时间时间。,"Trước khi đi làm visa ở đại sứ quán, tốt nhất nên đặt lịch hẹn trước."
650,试卷,Danh từ,shìjuàn,"đề thi, bài thi giấy, bài kiểm tra",李老师今天下午在多媒体教室把汉语口语测试测试的试卷发给了发给了大家。,Cô Lý phát đề kiểm tra nói tiếng Trung cho cả lớp chiều nay.
651,是否,Phó từ,shìfǒu,"phải chăng, có hay không, liệu có",请在表格里仔细核对个人信息，确认所有数据是否是否填写正确正确。,"Xin check kỹ thông tin trong biểu, xác nhận liệu đã điền đúng chưa."
652,收回,Động từ,shōuhuí,"thu hồi, nhận lại, rút lại (lời nói/quyết định)",李老师已经把今天下午汉语口语课上发给发给我们的试卷收回去了收回去了。,Cô Lý đã thu lại đề thi nói phát cho chúng tôi chiều nay.
653,收获,Động từ / Danh từ,shōuhuò,"thu hoạch, gặt hái, thành quả",通过这一年刻苦努力，他在汉语拼音和口语口语方面有了巨大收获巨大收获。,"Qua 1 năm nỗ lực, cậu ấy gặt hái thành quả lớn về bính âm và nói."
